order_no,issued_date,closes_area,closure_type,closes_edit
PTN-2014-274,2014-07-03,"SA 17-7, 17-9, 17-11, 17-12, 17-14 and 17-18 to 17-21",biotoxins,"sa 17~7  17~9  17~11  17~12  17~14 and 17~18, 17~19, 17~20, 17~21"
PTN-2014-278,2014-07-04,Area 25 except SA 25-4 to 25-8,biotoxins,"area 25 except sa 25~4, 25~5, 25~6, 25~7, 25~8"
PTN-2014-279,2014-07-04,SA 25-4 to 25-8,biotoxins,"sa 25~4, 25~5, 25~6, 25~7, 25~8"
PTN-2014-28,2013-01-09,"Area 23, except SA 23-3 to 23-5 and ptn of 23-6 (northeast Useless Inlet)",biotoxins,"area 23  except sa 23~3, 23~4, 23~5 and ptn of 23~6 (northeast useless inlet)"
PTN-2014-286,2014-07-14,Area 25 except SA 25-4 to 25-12,biotoxins,"area 25 except sa 25~4, 25~5, 25~6, 25~7, 25~8, 25~9, 25~10, 25~11, 25~12"
PTN-2014-287,2014-07-14,SA 25-4 to 25-12,biotoxins,"sa 25~4, 25~5, 25~6, 25~7, 25~8, 25~9, 25~10, 25~11, 25~12"
PTN-2014-29,2013-01-09,SA 23-3 to 23-5 and ptn of 23-6 (northeast Useless Inlet),biotoxins,"sa 23~3, 23~4, 23~5 and ptn of 23~6 (northeast useless inlet)"
PTN-2014-290,2014-07-16,"Area 16 except SA 16-1 to  16-10, 16-12, 16-13, 16-17  to 16-22",biotoxins,"area 16 except sa 16~1, 16~2, 16~3, 16~4, 16~5, 16~6, 16~7, 16~8, 16~9, 16~10  16~12  16~13  16~17, 16~18, 16~19, 16~20, 16~21, 16~22"
PTN-2014-291,2014-07-16,"SA 16-2 to 16-4, 16-10, 16-17 and 16-18",biotoxins,"sa 16~2, 16~3, 16~4  16~10  16~17 and 16~18"
PTN-2014-293,2014-07-17,Area 25 except SA 25-9 to 25-12,biotoxins,"area 25 except sa 25~9, 25~10, 25~11, 25~12"
PTN-2014-294,2014-07-17,SA 25-9 to 25-12,biotoxins,"sa 25~9, 25~10, 25~11, 25~12"
PTN-2014-296,2014-07-18,"Area 16 except SA 16-1, 16-5 to 16-9, 16-12, 16-13, 16-19  to 16-22",biotoxins,"area 16 except sa 16~1  16~5, 16~6, 16~7, 16~8, 16~9  16~12  16~13  16~19, 16~20, 16~21, 16~22"
PTN-2014-298,2014-07-23,Area 25 except SA 25-4 to 25-12,biotoxins,"area 25 except sa 25~4, 25~5, 25~6, 25~7, 25~8, 25~9, 25~10, 25~11, 25~12"
PTN-2014-299,2014-07-23,SA 25-4 to 25-12,biotoxins,"sa 25~4, 25~5, 25~6, 25~7, 25~8, 25~9, 25~10, 25~11, 25~12"
PTN-2014-303,2014-07-25,Area 25 except SA 25-4 to 25-13 and 25-15,biotoxins,"area 25 except sa 25~4, 25~5, 25~6, 25~7, 25~8, 25~9, 25~10, 25~11, 25~12, 25~13 and 25~15"
PTN-2014-304,2014-07-25,"SA 25-4, 25-5 and 25-7 to 25-11",biotoxins,"sa 25~4  25~5 and 25~7, 25~8, 25~9, 25~10, 25~11"
PTN-2014-314,2014-08-12,"Area 16 except SA 16-1, 16-5 to 16-9, 16-12, 16-13, 16-7, 16-19  to 16-22",biotoxins,"area 16 except sa 16~1  16~5, 16~6, 16~7, 16~8, 16~9  16~12  16~13  16~7  16~19, 16~20, 16~21, 16~22"
PTN-2014-32,2013-01-09,Area 25 except SA 25-3 to 25-15,biotoxins,"area 25 except sa 25~3, 25~4, 25~5, 25~6, 25~7, 25~8, 25~9, 25~10, 25~11, 25~12, 25~13, 25~14, 25~15"
PTN-2014-324,2014-08-19,"Area 24, except 24-2 to 24-4, 24-6 to 24-9, 24-13 and 24-14",biotoxins,"area 24  except 24~2, 24~3, 24~4  24~6, 24~7, 24~8, 24~9  24~13 and 24~14"
PTN-2014-326,2014-08-19,SA 24-2 and 24-6 to 24-8,biotoxins,"sa 24~2 and 24~6, 24~7, 24~8"
PTN-2014-329,2014-08-26,"Area 16 except SA 16-1, 16-2, 16-5 to 16-9, 16-11 to 16-13, 16-16, 16-17, 16-19  to 16-22",biotoxins,"area 16 except sa 16~1  16~2  16~5, 16~6, 16~7, 16~8, 16~9  16~11, 16~12, 16~13  16~16  16~17  16~19, 16~20, 16~21, 16~22"
PTN-2014-33,2013-01-09,SA 25-3 to 25-15,biotoxins,"sa 25~3, 25~4, 25~5, 25~6, 25~7, 25~8, 25~9, 25~10, 25~11, 25~12, 25~13, 25~14, 25~15"
PTN-2014-336,2014-09-04,"Area 16 except SA 16-1 TO 16-13,  AND 16-16  to 16-22",biotoxins,"area 16 except sa 16~1, 16~2, 16~3, 16~4, 16~5, 16~6, 16~7, 16~8, 16~9, 16~10, 16~11, 16~12, 16~13  and 16~16, 16~17, 16~18, 16~19, 16~20, 16~21, 16~22"
PTN-2014-337,2014-09-04,"SA 16-1, 16-2, 16-17 AND 16-19 to 16-22",biotoxins,"sa 16~1  16~2  16~17 and 16~19, 16~20, 16~21, 16~22"
PTN-2014-339,2014-09-05,"Area 16 except SA 16-5 TO 16-9, 16-11 TO 16-13, 16-16 AND 16-19  to 16-22",biotoxins,"area 16 except sa 16~5, 16~6, 16~7, 16~8, 16~9  16~11, 16~12, 16~13  16~16 and 16~19, 16~20, 16~21, 16~22"
PTN-2014-34,2013-01-10,"Area 7, except 7-12 and 7-21 TO 7-23",biotoxins,"area 7  except 7~12 and 7~21, 7~22, 7~23"
PTN-2014-340,2014-09-05,SA 16-19 to 16-22,biotoxins,"sa 16~19, 16~20, 16~21, 16~22"
PTN-2014-342,2014-09-05,"Area 19, except SA 19-7 TO 19-12",biotoxins,"area 19  except sa 19~7, 19~8, 19~9, 19~10, 19~11, 19~12"
PTN-2014-343,2014-09-05,SA 19-7 TO 19-12,biotoxins,"sa 19~7, 19~8, 19~9, 19~10, 19~11, 19~12"
PTN-2014-345,2014-09-11,"Area 16 except SA 16-1TO 16-13, 16-16  to 16-22",biotoxins,"area 16 except sa 16~1to 16~13  16~16, 16~17, 16~18, 16~19, 16~20, 16~21, 16~22"
PTN-2014-346,2014-09-11,"SA  16-1, 16-2, 16-17, 16-19 to 16-22",biotoxins,"sa 16~1  16~2  16~17  16~19, 16~20, 16~21, 16~22"
PTN-2014-35,2013-01-10,SA -712 and 7-21 TO 7-23,biotoxins,"sa -712 and 7~21, 7~22, 7~23"
PTN-2014-355,2014-09-11,"Area 19, except SA 19-5 TO 19-12",biotoxins,"area 19  except sa 19~5, 19~6, 19~7, 19~8, 19~9, 19~10, 19~11, 19~12"
PTN-2014-356,2014-09-11,SA 19-5 TO 19-12,biotoxins,"sa 19~5, 19~6, 19~7, 19~8, 19~9, 19~10, 19~11, 19~12"
PTN-2014-363,2014-09-22,"Area 23, except SA  23-3 to 23-5, 23-10 and ptn 23-6 Effigham Inlet",biotoxins,"area 23  except sa 23~3, 23~4, 23~5  23~10 and ptn 23~6 effigham inlet"
PTN-2014-364,2014-09-22,SA  23-3 to 23-5 and ptn 23-6 Effigham Inlet,biotoxins,"sa 23~3, 23~4, 23~5 and ptn 23~6 effigham inlet"
PTN-2014-365,2014-09-26,"SA 17-1 TO 17-3, 17-6, 17-8 and 17-9",biotoxins,"sa 17~1, 17~2, 17~3  17~6  17~8 and 17~9"
PTN-2014-366,2014-09-26,"SA 17-7, 17-11, 17-12, 17-14 and 17-18 to 17-21",biotoxins,"sa 17~7  17~11  17~12  17~14 and 17~18, 17~19, 17~20, 17~21"
PTN-2014-373,2014-09-26,"SA 17-1 TO 17-3, PORTION OF SA 17-6 (KUPER ISLAND) AND 17-9",biotoxins,"sa 17~1, 17~2, 17~3  portion of sa 17~6 (kuper island) and 17~9"
PTN-2014-376,2014-10-01,SA 17-1 TO 17-3,biotoxins,"sa 17~1, 17~2, 17~3"
PTN-2014-377,2014-10-01,"SA 17-4 TO 17-6, 17-8, 17-10, 17-13, 17-15 AND 17-17",biotoxins,"sa 17~4, 17~5, 17~6  17~8  17~10  17~13  17~15 and 17~17"
PTN-2014-378,2014-10-01,"SA 17-7, 17-9, 17-11, 17-12, 17-14 and 17-18 to 17-21",biotoxins,"sa 17~7  17~9  17~11  17~12  17~14 and 17~18, 17~19, 17~20, 17~21"
PTN-2014-381,2014-10-03,Area 25 except SA 25-4 to 25-8 and 25-15,biotoxins,"area 25 except sa 25~4, 25~5, 25~6, 25~7, 25~8 and 25~15"
PTN-2014-387,2014-10-06,"Area 24, except ptn 24-3, 24-4, 24-6 to 24-9, 24-13, 24-14",biotoxins,"area 24  except ptn 24~3  24~4  24~6, 24~7, 24~8, 24~9  24~13  24~14"
PTN-2014-389,2014-10-06,SA 24-6 to 24-8,biotoxins,"sa 24~6, 24~7, 24~8"
PTN-2014-390,2014-10-07,"Area 23, except SA  23-3 to 23-5, 23-10  and ptn 23-6",biotoxins,"area 23  except sa 23~3, 23~4, 23~5  23~10 and ptn 23~6"
PTN-2014-391,2014-10-07,SA  23-3 to 23-5 ptn 23-6,biotoxins,"sa 23~3, 23~4, 23~5 ptn 23~6"
PTN-2014-392,2014-10-10,Area 25 except SA 25-4 to 25-13 and 25-15,biotoxins,"area 25 except sa 25~4, 25~5, 25~6, 25~7, 25~8, 25~9, 25~10, 25~11, 25~12, 25~13 and 25~15"
PTN-2014-393,2014-10-10,"SA 25-4, 25-5, 25-7 to 25-11",biotoxins,"sa 25~4  25~5  25~7, 25~8, 25~9, 25~10, 25~11"
PTN-2014-398***(396 for CFIA),2014-10-16,"Area 23, except SA  23-3 to 23-5 and ptn 23-6",biotoxins,"area 23  except sa 23~3, 23~4, 23~5 and ptn 23~6"
PTN-2014-40,2013-01-13,"Area 23, except SA 23-3 to 23-5, 23-8 and ptn of 23-6 (northeast Useless Inlet)",biotoxins,"area 23  except sa 23~3, 23~4, 23~5  23~8 and ptn of 23~6 (northeast useless inlet)"
PTN-2014-400,2014-10-17,"SA 17-1 to 17-3,portion of SA 17-6 (east Kuper Island) and 17-9",biotoxins,"sa 17~1, 17~2, 17~3 portion of sa 17~6 (east kuper island) and 17~9"
PTN-2014-402,2014-10-17,"SA 17-7, 17-11, 17-12, 17-14 and 17-18 to 17-21",biotoxins,"sa 17~7  17~11  17~12  17~14 and 17~18, 17~19, 17~20, 17~21"
PTN-2014-408,2014-10-20,"SA 17-4 to 17-6, 17-8 , 17-10, 17-13, 17-15, 17-17",biotoxins,"sa 17~4, 17~5, 17~6  17~8   17~10  17~13  17~15  17~17"
PTN-2014-409,2014-10-20,"SA 17-1 to 17-3, 17-7, 17-9, 17-11, 17-12, 17-14 and 17-18 to 17-21",biotoxins,"sa 17~1, 17~2, 17~3  17~7  17~9  17~11  17~12  17~14 and 17~18, 17~19, 17~20, 17~21"
PTN-2014-41,2013-01-13,"SA 23-3 to 23-5, 23-8 and ptn of 23-6 (northeast Useless Inlet)",biotoxins,"sa 23~3, 23~4, 23~5  23~8 and ptn of 23~6 (northeast useless inlet)"
PTN-2014-412,2014-10-20,"Area 23 except SA 23-3 to 23-5, ptn 23-6 (Useless Inlet)",biotoxins,"area 23 except sa 23~3, 23~4, 23~5  ptn 23~6 (useless inlet)"
PTN-2014-413,2014-10-20,"SA 23-3 to 23-5, ptn 23-6 (Useless Inlet)",biotoxins,"sa 23~3, 23~4, 23~5  ptn 23~6 (useless inlet)"
PTN-2014-414,2014-10-20,"Area 24, except SA 24-4, 24-6 to 24-9, 24-13, 24-14 and ptn 24-3 (Dixon Point)",biotoxins,"area 24  except sa 24~4  24~6, 24~7, 24~8, 24~9  24~13  24~14 and ptn 24~3 (dixon point)"
PTN-2014-416,2014-10-20,SA 24-6 to 24-8,biotoxins,"sa 24~6, 24~7, 24~8"
PTN-2014-42,2014-01-15,"Area 24 except 24-2 TO 24-7, 24-9, 24-13, 24-14",biotoxins,"area 24 except 24~2, 24~3, 24~4, 24~5, 24~6, 24~7  24~9  24~13  24~14"
PTN-2014-420,2014-10-24,"Area 16 except SA 16-5 to 16-9, 16-11 to 16-13, 16-16",biotoxins,"area 16 except sa 16~5, 16~6, 16~7, 16~8, 16~9  16~11, 16~12, 16~13  16~16"
PTN-2014-424,2014-10-24,"Area 24, except 24-6 to 24-9,",biotoxins,"area 24  except 24~6, 24~7, 24~8, 24~9 "
PTN-2014-429,2014-10-29,"Area 16 except SA 16-5 to 16-9, 16-11 to 16-13, 16-16, 16-19 to 16-22",biotoxins,"area 16 except sa 16~5, 16~6, 16~7, 16~8, 16~9  16~11, 16~12, 16~13  16~16  16~19, 16~20, 16~21, 16~22"
PTN-2014-430,2014-10-29,SA 16-19 to 16-22,biotoxins,"sa 16~19, 16~20, 16~21, 16~22"
PTN-2014-431,2014-10-30,"Area 24, except ptn of 24-3 (Dixon Point), 24-4, 24-6 to 24-9, 24-13 and 24-14",biotoxins,"area 24  except ptn of 24~3 (dixon point)  24~4  24~6, 24~7, 24~8, 24~9  24~13 and 24~14"
PTN-2014-433,2014-10-30,Area 16 except SA 16-1 to 16-13 AND 16-16 to 16-22,biotoxins,"area 16 except sa 16~1, 16~2, 16~3, 16~4, 16~5, 16~6, 16~7, 16~8, 16~9, 16~10, 16~11, 16~12, 16~13 and 16~16 to 16~22"
PTN-2014-434,2014-10-30,"SA 16-1, 16-2, 16-17 AND 16-19 to 16-22",biotoxins,"sa 16~1  16~2  16~17 and 16~19, 16~20, 16~21, 16~22"
PTN-2014-443,2014-11-14,"Area 16 except SA 16-5 to 16-9, 16-11 to 16-13, 16-16 and 16-18 to 16-22",biotoxins,"area 16 except sa 16~5, 16~6, 16~7, 16~8, 16~9  16~11, 16~12, 16~13  16~16 and 16~18, 16~19, 16~20, 16~21, 16~22"
PTN-2014-444,2014-11-14,SA 16-19 to 16-22,biotoxins,"sa 16~19, 16~20, 16~21, 16~22"
PTN-2014-450,2014-11-17,"Area 16 except SA 16-1 to 16-13, 16-16 to 16-22",biotoxins,"area 16 except sa 16~1, 16~2, 16~3, 16~4, 16~5, 16~6, 16~7, 16~8, 16~9, 16~10, 16~11, 16~12, 16~13  16~16, 16~17, 16~18, 16~19, 16~20, 16~21, 16~22"
PTN-2014-451,2014-11-17,"SA 16-1, 16-2, 16-17, 16-19 to 16-22",biotoxins,"sa 16~1  16~2  16~17  16~19, 16~20, 16~21, 16~22"
PTN-2014-455,2014-11-21,Area 24 except SA 24-6 TO 24-8,biotoxins,"area 24 except sa 24~6, 24~7, 24~8"
PTN-2014-456,2014-11-21,SA 24-6 TO 24-8,biotoxins,"sa 24~6, 24~7, 24~8"
PTN-2014-461,2014-11-24,Area 25 except SA 25-4 to  25-15,biotoxins,"area 25 except sa 25~4, 25~5, 25~6, 25~7, 25~8, 25~9, 25~10, 25~11, 25~12, 25~13, 25~14, 25~15"
PTN-2014-462,2014-11-24,"SA 25-4, 25-5, 25-7 to 25-11, 25-14",biotoxins,"sa 25~4  25~5  25~7, 25~8, 25~9, 25~10, 25~11  25~14"
PTN-2014-474,2014-11-26,"SA 17-4 to 17-6, 17-8 , 17-10, 17-13, 17-15, 17-17",biotoxins,"sa 17~4, 17~5, 17~6  17~8   17~10  17~13  17~15  17~17"
PTN-2014-475,2014-11-26,"SA 17-1 to 17-3, 17-7, 17-9, 17-11, 17-12, 17-14 and 17-18 to 17-21",biotoxins,"sa 17~1, 17~2, 17~3  17~7  17~9  17~11  17~12  17~14 and 17~18, 17~19, 17~20, 17~21"
PTN-2014-48,2014-01-17,"Area 7, except 7-12 and 7-21 TO 7-24",biotoxins,"area 7  except 7~12 and 7~21, 7~22, 7~23, 7~24"
PTN-2014-486,2014-11-28,"Area 24 except SA 24-3 (Dixon Pt.), 24-4, 24-6 to 24-9, 24-13 and 24-14",biotoxins,"area 24 except sa 24~3 (dixon pt.)  24~4  24~6, 24~7, 24~8, 24~9  24~13 and 24~14"
PTN-2014-487,2014-11-28,"SA 24-3 (Dixon Pt.), 24-4, 24-6 to 24-9, 24-13 and 24-14",biotoxins,"sa 24~3 (dixon pt.)  24~4  24~6, 24~7, 24~8, 24~9  24~13 and 24~14"
PTN-2014-49,2014-01-17,SA -712 and 7-21 TO 7-24,biotoxins,"sa -712 and 7~21, 7~22, 7~23, 7~24"
PTN-2014-499,2014-12-10,"Area 23 except SA 23-3 to 23-6 (except that portion NE, useless inlet)",biotoxins,"area 23 except sa 23~3, 23~4, 23~5, 23~6 (except that portion ne  useless inlet)"
PTN-2014-50,2014-01-17,"Area 24 except 24-2 TO 24-9, 24-13, 24-14",biotoxins,"area 24 except 24~2, 24~3, 24~4, 24~5, 24~6, 24~7, 24~8, 24~9  24~13  24~14"
PTN-2014-500,2014-12-10,SA 23-3 to 23-6 (except that portion NE useless inlet),biotoxins,"sa 23~3, 23~4, 23~5, 23~6 (except that portion ne useless inlet)"
PTN-2014-505,2014-12-16,"Area 24 except SA 24-3, 24-4, 24-6 to 24-9, 24-13 and 24-14",biotoxins,"area 24 except sa 24~3  24~4  24~6, 24~7, 24~8, 24~9  24~13 and 24~14"
PTN-2014-506,2014-12-16,SA 24-6 to 24-8,biotoxins,"sa 24~6, 24~7, 24~8"
PTN-2014-508,2014-12-17,"Area 24 except SA 24-2 to 24-9, 24-13 and 24-14",biotoxins,"area 24 except sa 24~2, 24~3, 24~4, 24~5, 24~6, 24~7, 24~8, 24~9  24~13 and 24~14"
PTN-2014-509,2014-12-17,"SA 24-2, 24-5 to 24-8",biotoxins,"sa 24~2  24~5, 24~6, 24~7, 24~8"
PTN-2014-51,2014-01-17,"SA 24-2 to 24-7, 24-13 AND 24-14",biotoxins,"sa 24~2, 24~3, 24~4, 24~5, 24~6, 24~7  24~13 and 24~14"
PTN-2014-510,2014-12-17,SA 14-1 to 14-4 and 14-13,biotoxins,"sa 14~1, 14~2, 14~3, 14~4 and 14~13"
PTN-2014-518,2014-12-18,"Areas 121, 123 to 127 (roll over)",biotoxins,areas 121   (roll over)
PTN-2014-525,2014-12-29,Area 25 except SA 25-4 to  25-8 and 25-15,biotoxins,"area 25 except sa 25~4, 25~5, 25~6, 25~7, 25~8 and 25~15"
PTN-2014-529,2014-12-29,"SA 17-1 to 17-3, 17-7, 17-18 to 17-20",biotoxins,"sa 17~1, 17~2, 17~3  17~7  17~18, 17~19, 17~20"
PTN-2014-530,2014-12-29,"SA 17-9, 17-10, 17-12 to 17-16, 17-21 and ptn 17-6 (kuper Island)",biotoxins,"sa 17~9  17~10  17~12, 17~13, 17~14, 17~15, 17~16  17~21 and ptn 17~6 (kuper island)"
PTN-2014-56,2014-01-23,"Area 12 to 29, except 13-1, 13-3 to 13-17, 14-5, 14-8, 14-15 and 15-5",biotoxins,"area   except 13~1  13~3, 13~4, 13~5, 13~6, 13~7, 13~8, 13~9, 13~10, 13~11, 13~12, 13~13, 13~14, 13~15, 13~16, 13~17  14~5  14~8  14~15 and 15~5"
PTN-2014-59,2014-01-30,"Area 23, except SA 23-3 to 23-5, 23-8",biotoxins,"area 23  except sa 23~3, 23~4, 23~5  23~8"
PTN-2014-60,2014-01-30,"SA 23-3 to 23-5, 23-8",biotoxins,"sa 23~3, 23~4, 23~5  23~8"
PTN-2014-63,2014-01-31,"Area 26, except 26-3 to 26-6",biotoxins,"area 26  except 26~3, 26~4, 26~5, 26~6"
PTN-2014-64,2014-01-31,SA 26-3 to 26-6,biotoxins,"sa 26~3, 26~4, 26~5, 26~6"
PTN-2014-65,2014-02-05,"Area 4, except 4-2 to 4-4, 4-9",biotoxins,"area 4  except 4~2, 4~3, 4~4  4~9"
PTN-2014-66,2014-02-05,"4-2 to 4-4, 4-9",biotoxins,"4~2, 4~3, 4~4  4~9"
PTN-2014-67,2014-02-05,Area 5 except 5-10 to 5-13,biotoxins,"area 5 except 5~10, 5~11, 5~12, 5~13"
PTN-2014-68,2014-02-05,SA 5-10 to 5-13,biotoxins,"sa 5~10, 5~11, 5~12, 5~13"
PTN-2014-72,2014-02-11,SA 14-1 to 14-4,biotoxins,"sa 14~1, 14~2, 14~3, 14~4"
PTN-2014-73,2014-02-11,"SA 16-1, 16-2, 16-11, 16-19 to 16-22",biotoxins,"sa 16~1  16~2  16~11  16~19, 16~20, 16~21, 16~22"
PTN-2014-74,2014-02-11,"SA 16-3, 16-4, 16-10, 16-16 to 16-18,",biotoxins,"sa 16~3  16~4  16~10  16~16, 16~17, 16~18 "
PTN-2014-76,2013-02-14,"Area 12 to 29, except 13-1, 13-3 to 13-17, 14-5, 14-8, 14-15, 15-5 and 17-20",biotoxins,"area   except 13~1  13~3, 13~4, 13~5, 13~6, 13~7, 13~8, 13~9, 13~10, 13~11, 13~12, 13~13, 13~14, 13~15, 13~16, 13~17  14~5  14~8  14~15  15~5 and 17~20"
PTN-2014-77,2013-02-14,"Area 23, except SA 23-3 to 23-5, 23-8 and Useless Inlet",biotoxins,"area 23  except sa 23~3, 23~4, 23~5  23~8 and useless inlet"
PTN-2014-78,2013-02-14,"SA 23-3 to 23-5, 23-8 and Useless Inlet",biotoxins,"sa 23~3, 23~4, 23~5  23~8 and useless inlet"
PTN-2014-8,2013-01-06,"SA 17-3 TO 17-6, 17-8, 17-10, 17-13, 17-15, 17-17",biotoxins,"sa 17~3, 17~4, 17~5, 17~6  17~8  17~10  17~13  17~15  17~17"
PTN-2014-87,2014-02-20,Area 5 except 5-10 to 5-13 and 5-20,biotoxins,"area 5 except 5~10, 5~11, 5~12, 5~13 and 5~20"
PTN-2014-88,2014-02-20,SA 5-10 to 5-13 and 5-20,biotoxins,"sa 5~10, 5~11, 5~12, 5~13 and 5~20"
PTN-2014-97,2014-03-05,"Area 18, except SA 18-1 to 18-6 and 18-9 to 18-11",biotoxins,"area 18  except sa 18~1, 18~2, 18~3, 18~4, 18~5, 18~6 and 18~9 to 18~11"
PTN-2014-98,2014-03-05,SA 18-1 to 18-6 and 18-9 to 18-11,biotoxins,"sa 18~1, 18~2, 18~3, 18~4, 18~5, 18~6 and 18~9 to 18~11"
PTN-2014-99,2014-03-06,"Area 12 to 29, except 13-1, 13-3 to 13-17, 14-5, 14-8, 14-15, 15-4, 15-5 and 17-20",biotoxins,"area   except 13~1  13~3, 13~4, 13~5, 13~6, 13~7, 13~8, 13~9, 13~10, 13~11, 13~12, 13~13, 13~14, 13~15, 13~16, 13~17  14~5  14~8  14~15  15~4  15~5 and 17~20"
PTN-2015-10,2015-01-02,"SA 17-1, 17-2, 17-9, 17-10, 17-12 to 17-16, 17-21 and ptn 17-6 (kuper Island)",biotoxins,"sa 17~1  17~2  17~9  17~10  17~12, 17~13, 17~14, 17~15, 17~16  17~21 and ptn 17~6 (kuper island)"
PTN-2015-105,2015-02-13,"SA 17-3, 17-4, 17-7, 17-8, 17-10 to 17-15, 17-17 to 17-21",biotoxins,"sa 17~3  17~4  17~7  17~8  17~10, 17~11, 17~12, 17~13, 17~14, 17~15  17~17, 17~18, 17~19, 17~20, 17~21"
PTN-2015-108,2015-02-13,"Area 16 except SA 16-1 to 16-13, 16-16 to 16-22",biotoxins,"area 16 except sa 16~1, 16~2, 16~3, 16~4, 16~5, 16~6, 16~7, 16~8, 16~9, 16~10, 16~11, 16~12, 16~13  16~16, 16~17, 16~18, 16~19, 16~20, 16~21, 16~22"
PTN-2015-11,2015-01-05,Area 25 except SA 25-4 to 25-15,biotoxins,"area 25 except sa 25~4, 25~5, 25~6, 25~7, 25~8, 25~9, 25~10, 25~11, 25~12, 25~13, 25~14, 25~15"
PTN-2015-111,2015-02-13,Area 25 except SA 25-1 to 25-16,biotoxins,"area 25 except sa 25~1, 25~2, 25~3, 25~4, 25~5, 25~6, 25~7, 25~8, 25~9, 25~10, 25~11, 25~12, 25~13, 25~14, 25~15, 25~16"
PTN-2015-112,2015-02-13,SA 25-1 to 25-16,biotoxins,"sa 25~1, 25~2, 25~3, 25~4, 25~5, 25~6, 25~7, 25~8, 25~9, 25~10, 25~11, 25~12, 25~13, 25~14, 25~15, 25~16"
PTN-2015-113,2015-02-13,"Area 1 to 29 except SA 13-1, 13-14 to 13-17, 14-5, 14-8, 14-15, 15-4, 15-5 (except ptn south of) and 17-20",biotoxins,"area  except sa 13~1  13~14, 13~15, 13~16, 13~17  14~5  14~8  14~15  15~4  15~5 (except ptn south of) and 17~20"
PTN-2015-114,2015-02-13,"Area 13 except SA 13-1, 13-14 to 13-16",biotoxins,"area 13 except sa 13~1  13~14, 13~15, 13~16"
PTN-2015-118,2015-02-17,"Area 13 except SA 13-1, 13-12 to 13-16",biotoxins,"area 13 except sa 13~1  13~12, 13~13, 13~14, 13~15, 13~16"
PTN-2015-12,2015-01-05,"SA 25-4, 25-5, 25-7 to 25-11 and 25-14",biotoxins,"sa 25~4  25~5  25~7, 25~8, 25~9, 25~10, 25~11 and 25~14"
PTN-2015-120,2015-02-17,"Area 1 to 29 except SA 13-1, 13-12 to 13-17, 14-5, 14-8, 14-15, 15-4, 15-5 (except ptn south of Raza Island) and 17-20",biotoxins,"area  except sa 13~1  13~12, 13~13, 13~14, 13~15, 13~16, 13~17  14~5  14~8  14~15  15~4  15~5 (except ptn south of raza island) and 17~20"
PTN-2015-122,2015-02-18,"SA 17-1 TO 17-4, 17-7 to 17-15, 17-17 to 17-21",biotoxins,"sa 17~1, 17~2, 17~3, 17~4  17~7, 17~8, 17~9, 17~10, 17~11, 17~12, 17~13, 17~14, 17~15  17~17, 17~18, 17~19, 17~20, 17~21"
PTN-2015-131,2015-02-20,"Area 23, except SA 23-3 to 23-5, 23-10 and and ptn 23-6 (Effingham Inlet)",biotoxins,"area 23  except sa 23~3, 23~4, 23~5  23~10 and and ptn 23~6 (effingham inlet)"
PTN-2015-132,2015-02-20,"SA 23-3 to 23-5, 23-10 and ptn 23-6 (Effingham Inlet)",biotoxins,"sa 23~3, 23~4, 23~5  23~10 and ptn 23~6 (effingham inlet)"
PTN-2015-133,2015-02-20,"Area 19, except SA 19-7 TO 19-12",biotoxins,"area 19  except sa 19~7, 19~8, 19~9, 19~10, 19~11, 19~12"
PTN-2015-134,2015-02-20,SA 19-7 TO 19-12,biotoxins,"sa 19~7, 19~8, 19~9, 19~10, 19~11, 19~12"
PTN-2015-141,2015-02-27,Area 19 except SA 19-5 to 19-12,biotoxins,"area 19 except sa 19~5, 19~6, 19~7, 19~8, 19~9, 19~10, 19~11, 19~12"
PTN-2015-142,2015-02-27,SA 19-5 to 19-12,biotoxins,"sa 19~5, 19~6, 19~7, 19~8, 19~9, 19~10, 19~11, 19~12"
PTN-2015-147,2015-03-03,"Area 23, except SA 23-3 to 23-6, 23-10",biotoxins,"area 23  except sa 23~3, 23~4, 23~5, 23~6  23~10"
PTN-2015-148,2015-03-03,"SA 23-3 to 23-6, 23-10",biotoxins,"sa 23~3, 23~4, 23~5, 23~6  23~10"
PTN-2015-151,2015-03-06,"Area 16 except SA 16-1, 16-2, 16-5 to 16-9, 16-11 to 16-13, 16-16, 16-18 to 16-22",biotoxins,"area 16 except sa 16~1  16~2  16~5, 16~6, 16~7, 16~8, 16~9  16~11, 16~12, 16~13  16~16  16~18, 16~19, 16~20, 16~21, 16~22"
PTN-2015-156,2015-03-13,"Area 16 except SA 16-1 to 16-13, 16-16 to 16-22",biotoxins,"area 16 except sa 16~1, 16~2, 16~3, 16~4, 16~5, 16~6, 16~7, 16~8, 16~9, 16~10, 16~11, 16~12, 16~13  16~16, 16~17, 16~18, 16~19, 16~20, 16~21, 16~22"
PTN-2015-159,2015-03-13,"Area 24 except SA 24-2 to 24-7, 24-9, 24-13 and 24-14",biotoxins,"area 24 except sa 24~2, 24~3, 24~4, 24~5, 24~6, 24~7  24~9  24~13 and 24~14"
PTN-2015-160,2015-03-13,SA 24-2 AND 24-5 TO 24-7,biotoxins,"sa 24~2 and 24~5, 24~6, 24~7"
