Species.ID,Ecol.Imp.Score,Ecol.Imp.Docu,Ecol.Imp.Sources,Ecol.Imp.Text,Scope.Score,Scope.Docu,Scope.Distribution,Scope.Sources,Scope.Text,Inv.Potl.Score,Inv.Potl.Docu,Inv.Potl.Established,Inv.Potl.Sources,Inv.Potl.Text,Mgt.Diff.Score,Mgt.Diff.Docu,Mgt.Diff.Sources,Mgt.Diff.Text
983,3,COMP PR/RE,Ref229,"The inability of other species to settle on Tunicate colonies reduces the available space for other fouling species, both native and introduced. Tunicates have short range larval dispersal that allows them to build up abundant local populations and thus are able to invade local communities. Some Tunicate species are known to reduce local post-settlement survivorship and growth of oysters.
Ecological knowledge gained from the above studies (and other similar studies) may indicate that the Tunicate (B. violaceus), once introduced, may become a permanent member of the community but is not likely to replace native species already present.",4,COMP PR/RE,Locally patchy,Ref229,,4,COMP PR/RE,No,Ref229,A study conducted in the Gulf of Maine showed that the California Tunicate became one of the dominant encrusting species in fouling communities within four years of being introduced (1981).,4,COMP PR/RE,Ref220,"Management and/or eradication efforts for the Tunicate may not be necessary if it has indeed established an ecological balance with the native community. Furthermore, once established, eradicating or controlling Tunicates may be impossible."
984,1,COMP PR/RE,Ref229,"If the Roe-on-Kelp fishery is re-established blades transported into Prince William Sound could provide a possible vector for other non-native organisms. For example, examination of Giant Sea Kelps in Prince William Sound in June 1998 showed that a variety of gastropods, ophiuroids, amphipods and bryozoans were present. It is not known whether these organisms colonized on the kelp after it was transported to Prince William Sound or whether these organisms were transported with the kelp from Southeastern Alaska. If the Giant Sea Kelp were to become well established in Prince William Sound, it could become a dominant competitor at the expense of other native species. Also, the plant tissue of Giant Sea Kelp contains polysaccharides that are indigestible to many herbivores and this may give them a competitive advantage over other kelp.",4,COMP PR/RE,Locally patchy,Ref229,,2,COMP PR/RE,No,Ref229,"Because kelp is attached to substrata, natural migration is usually rare; however, drifting fragments of fertile reproductive kelp material can survive many months and disperse spores over hundreds of miles.",1,COMP PR/RE,Ref229,"Currently reversible, however, a well established population could become dominant competitor, and become quite difficult to eradicate."
985,2,COMP PR/RE,Ref229,"Although it is still too early to fully quantify the impact of this foraminiferan on estuary ecosystems, a study conducted in San Francisco Bay revealed that it dominated nearly one-third of the
Foraminiferan assemblages, indicating that this type of Foraminiferan may be capable of replacing native Foraminiferans.",4,COMP PR/RE,Locally patchy,Ref229,,2,COMP PR/RE,No,Ref229,"If spread on water currents, high potential for continued distributions in Pacific ocean.",4,COMP PR/RE,"Ref589, Ref229","There are no known control measures for foraminiferans once they are established. The best control measure  is ballast water management and treatment.
Controlling organic discharges into the marine environment can also help control populations."
986,3,COMP PR/RE,Ref229,"The Amphipod can compete with native marine organisms for food and space. Studies have also shown that Amphipods may play important roles in determining the type and distribution of algal communities, particularly where predation pressure is low.",4,COMP PR/RE,Locally pervasive,Ref229,,1,COMP PR/RE,No,Ref229,"Juveniles are responsible for short distance dispersal. Low potential for local dispersal of adults - once inoculated into an area, they tend to remain a local invasive species at the point of inoculation.",3,COMP PR/RE,Ref229,Little info on control and management. Ballast treatment may be key to preventing long distance spread.
987,4,COMP PR/RE,Ref229,"Because the Capitellid Worm is a true deposit feeder, toxins and other pollutants such as DDT tend to bioaccumulate within their body tissues. These toxins are then incorporated into the aquatic food chain through release of fecal pellets at the sediment surface. There is evidence that polychaetes can contain up to 40 times more DDT in their bodies than is present in the surrounding sediment transferring high concentrations of toxins to the next trophic level of the marine food chain. There is also evidence that the Capitellid Worm might displace native worms by competing for resources and space. The Capitellid Worm’s feeding behavior results in the intensive reworking of the sediment which can indirectly influence the composition of the benthos, the physical and chemical properties of the sediment, and rate of organic matter mineralization. Deposit feeders also strongly
influence the sediment’s water content, porosity and compaction properties. The Capitellid Worm has pharyngeal secretions (from the pharynx) that may promote bacterial growth, thereby enhancing organic coatings on sediment particles in the feeding tubes.",4,COMP PR/RE,Locally patchy,Ref229,,3,COMP PR/RE,No,Ref229,Hatched larvae may be transported by tidal currents.,4,COMP PR/RE,Ref229,No known controls in marine environnment. Hull cleaning and ballast treatment can prevent further introductions.
988,4,COMP PR/RE,Ref229,"Observed to grow on the cryptogenic brown alga Delamarea attenuata, attached to oyster floats at Tatitlek, Alaska.
Algal invasions can be of great concern because introduced species can have serious ecological consequences by competing with native macroalgae. Introduced species can eventually lead to changes in community structure and food webs.",4,COMP PR/RE,Locally pervasive,Ref229,,3,COMP PR/RE,No,Ref229,"Brown Alga can typically reproduce and disperse from fragmentation of plant parts that then can be carried by ocean currents or humans. Short distance dispersal can occur by the gametes (sperm and eggs) being carried on ocean currents.
As fouling organisms, brown algae can have ecological consequences when introduced to new habitats.",4,COMP PR/RE,Ref229,There are no known eradication techniques currently being used for Brown Alga.
989,3,COMP PR/RE,Ref073,"Serious predator of native clams, mussels and oysters.",4,COMP PR/RE,Regionally patchy,Ref073,,3,COMP PR/RE,No,Ref073,"Egg cases may drift in water column, aiding dispersal.",4,COMP PR/RE,Ref073,No known controls in marine environment.
1006,3,COMP PR/RE,"Ref519, Ref603","Reported to have an impact on infrastructure facilities. Dominates infralittoral zones.
Seems to be a resistant and invasive species without competitors and predators in the Mediterranean.",4,AN,Locally pervasive,Ref519,,1,COMP PR/RE,Yes,Ref519,Potential for spread from invaded locations.,4,COMP PR/RE,Ref519,No known controls in marine environment.
1007,2,PR,"Ref519, Ref265","Form turfs that have adverse impact on P. oceanica meadows in the Western Mediterranean: the diversity of the epiphytic macroalgal community of the rhizomes has been found to decrease as the result of invading filamentous Rhodophyta (PIAZZI & CINELLI, 2000).
W. setacea is also known to have an impact on the coralligenous communities, as it has been found to form a monospecific layer covering the coralligenous substrata in the Scandola reserve (Corsica)
(RIBERA & BOUDOURESQUE, 1995).
Clogs fishing nets in France, increasing labour costs.",4,PR,Locally pervasive,Ref519,,2,PR,No,Ref519,"Potential for continued distribution on ships hulls, or drifting mats.",4,PR,Ref519,No known controls in marine environments.
1008,4,PR,Ref519,"Causes paralytic shellfish poisoning. Has caused toxic events in the western Mediterranean. Impact the economy by impacting fisheries, as well as human health and tourist activities.",4,PR,Locally pervasive,Ref519,,2,PR,No,Ref532,Potential for further spread in ships ballast.,4,PR,"Ref519, Ref532",No known controls in marine environment. Ballast treatments can help prevent spread.
1009,1,PR,Ref533,Competes with native species for resources.,4,PR,Locally patchy,Ref533,,1,PR,No,Ref533,Low potential for spreading from established populations.,4,PR,Ref533,No known control methods in marine environment.
1010,2,PR,"Ref534, Ref607","Competes with native species for resources. Consumes native fish, shrimp and squid.
Recent speciment found hosting parasite (Allolepidapedon fistulariae). This is first occurrence of this parasite in Mediterranean waters.",4,PR,Locally patchy,Ref509,,2,PR,No,Ref534,Potential for spread from established invasive locations. Has quickly expanded range throughout Mediterranean.,4,COMP PR/RE,Ref039,No known controls in marine environment.
1011,1,PR,Ref536,Competes with native species for resources.,4,PR,Locally patchy,Ref536,,2,PR,No,Ref536,Pelagic mode of life favours successful spreading.,4,PR,Ref536,No known controls in marine environment.
1012,3,COMP PR/RE,Ref012,"Fronds can read 70 cm in length, compared w/10 cm length of native species. May be capable of outcompeting and displacing native species due to size.",4,COMP PR/RE,Locally patchy,Ref012,,1,COMP PR/RE,No,Ref012,"High reproductive rate and fertile much of the year, but spreads slowly.",2,COMP PR/RE,Ref012,
1013,1,COMP PR/RE,Ref012,Competes with native species for space and resources. A fouling organism,4,COMP PR/RE,Locally patchy,Ref012,,3,COMP PR/RE,No,Ref012,"Spreads slowly, using vegetative regeneration from basal, rhizoidal systems. Spreads slowly on water currents and possibly on rafting stones. Also transported via shipping (hull fouling and solid ballast)",2,COMP PR/RE,Ref012,
1016,4,COMP PR/RE,"Ref765, Ref766","A. tamarense is a planktonic dinoflagellate species associated with toxic paralytic shellfish poisoning (PSP) events around the world.
This species produces very potent PSP neurotoxins which can affect humans, other mammals, fish and birds (Larsen & Moestrup 1989): gonyautoxins (GTX I, II, III, IV and V), neosaxitoxin (NSTX) and saxitoxin (SXT) (Shimizu et al. 1975; Oshima et al. 1977). This species is responsible for numerous human illnesses and several deaths after consumption of infected shellfish: ten deaths in Venezuela in 1977 (Reyes-Vasquez et al. 1979), and one death in Thailand in 1984 (Tamiyavanich et al. 1985). Resting cysts of A. tamarense can also harbor PSP toxins. Dale et al. (1978) demonstrated that cysts were more than ten times as toxic as their motile stage counterparts.
During a red tide event reported in the Faroe Islands, Norway, in 1984, population levels of A. tamarense were estimated at 1X 107 cells/L and completely dominated the plankton (Mortensen 1985; Moestrup & Hansen 1988).",4,COMP PR/RE,Regionally pervasive,"Ref765, Ref766",,3,COMP PR/RE,No,Ref766,"Disperses through water column, tides, and in ships ballast.",4,COMP PR/RE,"Ref765, Ref766",No known eradications or controls for this invasive species.
1017,3,COMP PR/RE,Ref767,"Causes furunculosis (BKD- Bacterial Kidney Disease), a serious fish disease affecting salmon. Has caused great fisheries losses.",4,COMP PR/RE,Locally pervasive,Ref767,,1,COMP PR/RE,No,Ref767,"Potential to spread from escaped hatchery fish, but regulations have drastically reduced fish infection rates.",3,COMP PR/RE,Ref767,Strict import and fish handling regulations have curbed negative effects of this introduction.
